nasa,[-0.01329761 -0.00470298  0.00277918  0.01370086  0.01532943]
native americans,[-0.00993689 -0.00877344  0.01037084 -0.00115632  0.0113644 ]
natural disaster,[-0.06041294 -0.01244251 -0.01996526  0.02776415  0.04504222]
nature,[-0.00260864 -0.00792897  0.01812715  0.01315152  0.01562065]
nazi,[ 0.00430115 -0.02066945 -0.01101614 -0.00783799  0.0226738 ]
nazis,[ 0.00412278 -0.0208642  -0.01062623 -0.00758529  0.03156685]
neil gaiman,[-0.01049416 -0.0031599   0.01637942  0.00602423  0.00897654]
neo-nazis,[-0.00823583 -0.00294559  0.01252702 -0.00914961  0.0104324 ]
neo-noir,[ 0.01718734  0.03630176  0.00185443 -0.02234479  0.01941122]
nerds,[-0.02263372 -0.00965151  0.01543905 -0.02379691 -0.03760676]
new jersey,[-0.00158112 -0.01592374  0.01901939 -0.04115869 -0.02604618]
new orleans,[-0.00933967  0.00234911  0.00746101 -0.02231743  0.02524767]
new york,[ 0.00297518 -0.01765625  0.00457079 -0.02782464  0.00045459]
new york city,[-0.00923505 -0.00968757  0.00617001 -0.031477    0.00350516]
new zealand,[-0.0091346  -0.00440403  0.01442381  0.00161872  0.00611571]
ninja,[-0.03878688  0.00662506  0.00114393  0.00422607 -0.0131191 ]
no dialogue,[-0.00502179  0.00321162  0.02462177  0.00616063  0.01112778]
no plot,[-0.03333018  0.01201821 -0.00466348  0.00358549  0.02720742]
nocturnal,[ 0.02575749  0.05060367  0.01548693  0.02831477 -0.03668553]
noir,[ 0.03092031  0.03337425 -0.00179301 -0.01220314  0.02001179]
noir thriller,[ 0.01883429  0.02600298  0.00172429 -0.01727781  0.03170536]
non-hollywood ending,[-0.00207628  0.00204514  0.01606692 -0.00654351  0.02308497]
non-linear,[0.02481679 0.02292121 0.02041273 0.03091474 0.00507782]
nonlinear,[0.02949288 0.03163855 0.01820935 0.02746585 0.00222634]
nostalgia,"[-2.23424124e-02 -1.35953027e-02  9.11279273e-03  6.42966801e-05
 -1.82918553e-02]"
nostalgic,[ 0.00341449 -0.05661148 -0.02336453  0.01538765 -0.06765446]
not as good as the first,[-0.03304704  0.00126222  0.00146406 -0.01249639  0.01484346]
not funny,[-0.00805731  0.00163869 -0.00161597  0.00118523  0.02843649]
notable nudity,[-0.01901185 -0.00337379  0.02004749 -0.03983812  0.01521722]
notable soundtrack,"[ 2.15393574e-02 -6.13354966e-03  1.98917512e-02  2.47096915e-05
 -1.21490890e-02]"
nuclear,[-0.00971072 -0.00155612  0.00379151  0.00683761  0.01737482]
nuclear bomb,[-0.01452076 -0.00164909  0.00088568  0.00383425  0.01597046]
nuclear war,[-0.00940287  0.00075624  0.0013802   0.00914997  0.01178019]
nudity,[-0.00376793  0.03369353  0.01846794 -0.03732825 -0.00011481]
nudity (full frontal - brief),[ 0.00380609  0.00375426  0.00135041 -0.03944302  0.01086597]
nudity (full frontal - notable),[ 0.02855597  0.05080061  0.07102103 -0.01670169  0.02247176]
nudity (full frontal),[ 0.008135    0.03697965  0.04807363 -0.02113585  0.01933895]
nudity (rear),[-0.02094     0.00431324  0.01185365 -0.02333396  0.02245531]
nudity (topless - brief),[ 0.01849249  0.01921611 -0.00158389 -0.03126063 -0.01275057]
nudity (topless - notable),[-0.00860368  0.02181109  0.02843706 -0.04499134  0.02231312]
nudity (topless),[-0.01089598  0.05082875  0.03199269 -0.06023733  0.00320124]
obsession,[ 0.08730633  0.04276445  0.04628008 -0.01020897  0.03828325]
ocean,[-0.01650248 -0.01067142 -0.00300883  0.00626101  0.01670187]
off-beat comedy,[ 0.02041884  0.03153028  0.05314779 -0.01447766 -0.06148732]
office,[-0.00740244 -0.00476551  0.01020584 -0.0105851   0.0104981 ]
oil,[ 0.01075979 -0.0063457   0.00121852  0.00087179  0.02384191]
olympics,[-0.0107812  -0.00919416  0.01202461 -0.00676406  0.01035459]
ominous,[ 0.02196745  0.0665389  -0.01757319  0.01857659  0.02740418]
opera,[-0.00424305 -0.008065    0.0199731   0.00215908  0.01377951]
organized crime,[ 0.01882432  0.02825028 -0.02552874 -0.05188561 -0.02005629]
original,[ 0.00136842  0.02339854 -0.01135242  0.00428864 -0.03355376]
original plot,[ 0.00947076  0.01244057 -0.07085031  0.03048988 -0.04251651]
orphans,"[-1.01920021e-02 -1.39921216e-02  1.57046584e-02  6.06725907e-05
  1.16876396e-02]"
oscar,[ 0.04127981 -0.05937383 -0.06614879 -0.01554004 -0.02126357]
oscar (best actor),[ 0.04104112 -0.03665682 -0.03942938 -0.01419553 -0.01557586]
oscar (best actress),[ 0.08843466 -0.05845263 -0.0295731  -0.0259716   0.00423055]
oscar (best animated feature),[-0.01119301 -0.01598712  0.0114329   0.01141873 -0.00871768]
oscar (best cinematography),[ 0.04679397 -0.03581984 -0.04450607  0.01346336  0.00555831]
oscar (best directing),[ 0.08593233 -0.04767775 -0.07077112 -0.01386727 -0.02892086]
oscar (best editing),[ 0.00180643 -0.01530645 -0.02291703 -0.00732422 -0.00134959]
oscar (best effects - visual effects),[-0.00246182  0.00126789 -0.04420336  0.01515187 -0.04352919]
oscar (best foreign language film),[ 0.0580384  -0.03302603  0.03819509  0.04483436  0.01067123]
oscar (best music - original score),[-0.00806969 -0.01377717  0.00770479  0.00255675  0.0063102 ]
oscar (best music - original song),[-0.00818211 -0.02468342  0.00375033 -0.00273912 -0.00302053]
oscar (best picture),[ 0.03278128 -0.04186263 -0.04068683 -0.00660448 -0.01140746]
oscar (best sound),[-0.00929438 -0.01000484 -0.00868487  0.00695556 -0.00050523]
oscar (best supporting actor),[ 0.0437903  -0.03462507 -0.05146458 -0.02387449 -0.02701952]
oscar (best supporting actress),"[ 6.18951427e-02 -5.50040478e-02 -2.19588474e-02 -2.49028385e-02
  7.41104104e-05]"
oscar (best writing - screenplay written directly for the screen),[ 0.04371128 -0.00261523 -0.00986445 -0.0100052  -0.01853958]
oscar winner,[ 0.02513683 -0.04613764 -0.0763775  -0.01291353 -0.02522874]
over the top,[-0.01998611  0.01313736 -0.00790839 -0.01524709 -0.01517235]
overrated,[-0.0442218   0.01446663  0.02534921 -0.01261969  0.00927965]
palestine,[-0.00663825 -0.00682725  0.01287301 -0.0075915   0.01916976]
parallel universe,"[-1.04872856e-02  6.84439633e-03 -1.26071163e-05  4.95370597e-02
  6.17055717e-03]"
paranoia,[ 0.02845895  0.0506601  -0.01538821  0.00322832  0.04803371]
paranoid,[ 0.03578526  0.05242301 -0.01657579  0.00286298  0.01986805]
parenthood,[ 0.01994529 -0.02258875  0.02026774 -0.01565543 -0.02534131]
paris,[ 0.00880582 -0.01878751  0.02551456  0.01983116  0.02883047]
parody,[-0.04334083  0.02801136  0.03185318 -0.03002478 -0.0939938 ]
passionate,[ 0.04074881 -0.04685377  0.01601451  0.01516617  0.04198373]
penguins,[-0.01243771 -0.00673309  0.01609418 -0.00087312  0.00728933]
perfect,[ 0.03136663 -0.00962942  0.01541421  0.01569893 -0.00870247]
period piece,[ 0.01895939 -0.05622766 -0.03674386 -0.00219405  0.02775242]
peter pan,[-0.01287563 -0.00832359  0.01470907 -0.00101211  0.01054513]
pg,[-0.01054715 -0.02553996 -0.00229181  0.00752974 -0.00951739]
pg-13,[-0.0502093  -0.040253   -0.09772229 -0.02182015 -0.02243146]
philip k. dick,[-0.01288761  0.01142867 -0.01035535  0.03374577  0.017158  ]
philosophical,[ 0.02607     0.01428859  0.01530746  0.06819001 -0.00918171]
philosophy,[ 0.03564444 -0.00253109 -0.01295276  0.04704695 -0.02761027]
photographer,[ 0.00095734 -0.00324433  0.01631044  0.00156778  0.02595881]
photography,[0.05088168 0.00048234 0.00617796 0.03429023 0.01569982]
pigs,[-0.00209803 -0.0076084   0.01265179  0.0028214   0.00502541]
pirates,[-0.01388649 -0.00616794  0.01207019  0.00159898  0.00813531]
pixar,[-0.01365165 -0.00937226  0.01270949  0.00301462  0.00130408]
pixar animation,[-0.01353382 -0.0115504   0.01139138  0.00477367 -0.00110166]
plot,[-0.01816904  0.0286551  -0.10024526  0.01087107  0.02496208]
plot holes,[-0.05133141  0.05107296 -0.05705058  0.0338736   0.05953152]
plot twist,[ 0.01895376  0.05519432 -0.07148105 -0.02717283  0.02866604]
poetry,[ 0.01202955 -0.01337848  0.04170538  0.03604197  0.01139085]
poignant,[ 0.07487893 -0.07036167  0.01899699  0.03074575 -0.02139632]
pointless,[-0.0406784   0.06581644  0.05769772 -0.0142285   0.02709798]
poker,[-0.00895323 -0.0037752  -0.00160517 -0.02411015  0.00076585]
poland,[ 0.01090214 -0.02235984 -0.00154315  0.00050222  0.01468938]
police,[-0.00359139  0.02607212 -0.02243795 -0.04515108  0.01405736]
police corruption,[ 0.00742518  0.03785346 -0.02366508 -0.06260866  0.02524145]
police investigation,[ 0.02461786  0.04160863 -0.03928228 -0.06462838  0.06236387]
political,[ 0.03784118 -0.03094573 -0.03456418 -0.03478112  0.04787546]
political corruption,[ 0.00306165 -0.00460975 -0.01639222 -0.03357087  0.03793572]
politics,[ 0.03122357 -0.03468923 -0.04105309 -0.04704088  0.06452134]
pornography,[ 0.02775926  0.04641681  0.07016842 -0.07123219  0.03220893]
post apocalyptic,[-0.01921773  0.01809321 -0.00686461  0.04783737  0.00322682]
post-apocalyptic,[-0.01915152  0.02056646 -0.01060819  0.05028797  0.00091263]
potential oscar nom,[ 0.00487749 -0.00119013  0.00518348 -0.01900906  0.00698515]
poverty,[ 0.01367029 -0.02596818  0.01880504 -0.00164927  0.00727868]
powerful ending,[ 0.05626154 -0.0006323  -0.04886699 -0.01347073 -0.00018209]
predictable,[-0.11504784  0.00870509 -0.01659482 -0.03484635  0.0438578 ]
pregnancy,[-0.00581354 -0.01442309  0.0259469  -0.01211271  0.01505713]
prejudice,"[ 2.49248269e-02 -5.51292969e-02 -2.94907890e-02 -1.89425676e-02
 -1.16395889e-05]"
prequel,[-0.02062902  0.00258054  0.00734621  0.00756947  0.00843951]
president,[-0.01281201 -0.01097245 -0.00543085 -0.01715869  0.03102064]
pretentious,[0.01434814 0.02192318 0.04475683 0.02498179 0.01112872]
prison,[ 0.00816023 -0.00157965 -0.01210067 -0.02352641  0.00612335]
prison escape,[ 0.00426463 -0.00947982 -0.01730075 -0.00377849 -0.00352474]
private detective,[-0.00504459  0.00456759  0.01000046 -0.01082438  0.01359815]
product placement,[-0.02577137  0.0061344  -0.01206037  0.00586103 -0.00509627]
prohibition,[-0.00068834 -0.00429818  0.00769535 -0.01288779  0.00560404]
propaganda,[ 0.00564157 -0.02708924 -0.02428464 -0.0189978   0.04315497]
prostitution,[ 0.00353627  0.00589357  0.02731957 -0.01993388  0.01614079]
psychedelic,[0.00173585 0.01999754 0.02913061 0.01554268 0.0020353 ]
psychiatrist,[-0.0013148   0.01288931  0.00203734 -0.01629145  0.02853409]
psychiatry,[ 0.0227015   0.00242576  0.00882124 -0.0088255   0.01772197]
psychological,[ 0.05457111  0.09105538 -0.01248339 -0.02011514  0.06155194]
psychology,[ 0.05207522  0.05863329 -0.01493178 -0.01910148  0.03500777]
pulp,[-0.02778314  0.04813263 -0.00451902 -0.00900553 -0.01243558]
punk,[-0.00721416 -0.00041469  0.02303152 -0.00763293 -0.00010119]
puppets,[-0.00419659  0.00552809  0.0120317   0.00374501 -0.01454375]
queer,[ 0.00443568 -0.00793584  0.0461709  -0.02543429  0.01146403]
quirky,[ 0.01004019  0.01481515  0.05678507 -0.00682907 -0.05754379]
quotable,[ 0.02273019  0.0061408  -0.02951246 -0.01543955 -0.13343614]
rabbits,[-0.00601133 -0.00361888  0.01412462  0.00249865 -0.00549371]
race,[-0.00868794 -0.02736755 -0.02444387  0.00346256  0.00936006]
race issues,[ 0.03049327 -0.02822676 -0.02498995 -0.03379973 -0.01733526]
racing,[-0.03005821 -0.00921411 -0.00990432  0.00726271  0.00341128]
racism,[ 0.00389273 -0.01781013 -0.00238971 -0.02113878  0.00436926]
radio,[ 0.00376546 -0.01439628 -0.00158981 -0.01229364 -0.00639228]
rags to riches,[-0.00634418 -0.0354701  -0.00635123 -0.01197905 -0.00376757]
rape,[ 0.00301745  0.01829702  0.01425986 -0.02342277  0.01692108]
rats,[-0.01698599 -0.00019912  0.01628073 -0.00389702  0.00668393]
realistic,[ 0.0669595  -0.03445788 -0.05164207 -0.02941999 -0.02865736]
realistic action,[-0.02190725  0.0096202  -0.01934278 -0.01558072  0.00574316]
reality tv,[-0.01949095  0.00800356  0.02030924 -0.02475806  0.00381207]
rebellion,[ 0.02053584 -0.01110023 -0.00835819  0.00331977 -0.01422067]
redemption,[ 0.02463745 -0.01159645 -0.039144    0.00258772 -0.05398396]
reflective,[ 0.08235978 -0.02283375  0.04192559  0.06482073 -0.01175491]
relationships,[ 0.06203407 -0.06431044  0.09016092 -0.0352141   0.03007325]
religion,[-0.00054975 -0.00332591  0.00269239  0.01798168  0.01983355]
remade,[-0.00739455  0.00216503  0.01342985 -0.00099537  0.01555331]
remake,[-0.04928495  0.0101061   0.00135425 -0.01230143  0.0344808 ]
revenge,[-0.00031763  0.05502343 -0.06966332 -0.05489264 -0.01271422]
revolution,[ 0.0076162  -0.02377265 -0.02653071  0.01370203  0.03173114]
ridiculous,[-0.05320339  0.02455821  0.00694793 -0.00650346  0.00389916]
rio de janeiro,[-0.00071126 -0.00581813  0.02196764 -0.00387493  0.00932733]
road movie,[ 0.00375003  0.00310286  0.03566969 -0.00459592 -0.02602563]
road trip,[-0.00192953 -0.005324    0.03897121 -0.0240709  -0.04102789]
roald dahl,[-0.01226888 -0.00623694  0.01470597  0.00053636  0.00769489]
robbery,[-0.00314735  0.01022834 -0.0038838  -0.02640545  0.00579545]
robert downey jr,[-0.01046352  0.00122316  0.00471187 -0.01518769 -0.00258062]
robert ludlum,[-0.01284353 -0.00234727  0.01014001 -0.0055711   0.01552784]
robot,[-0.0193187   0.00596882 -0.00410254  0.04274958  0.00319575]
robots,[-0.02746558  0.01008469 -0.00884763  0.0449151  -0.00056528]
rock and roll,[-0.00362675 -0.01193837  0.02403411 -0.01885727 -0.02868977]
romance,[-0.02740554 -0.0752787   0.01013678  0.00528883  0.03987436]
romantic,[-0.01855065 -0.10119534  0.00196391 -0.00043147  0.04216235]
romantic comedy,[-0.04119232 -0.08533944  0.01619227 -0.04290237  0.0343824 ]
rome,[-0.00393589 -0.00879778  0.01274025  0.00797044  0.01446185]
runaway,[ 0.04986045 -0.02872662 -0.02814877 -0.02536788 -0.00492879]
russia,[-0.01090172 -0.009592    0.00612931  0.00220248  0.02568148]
russian,[ 0.00922757 -0.01218386  0.00418281  0.01309083  0.02556816]
sacrifice,[ 0.02446468 -0.04580247 -0.07104965  0.04411531  0.00976041]
sad,[ 0.03423866 -0.04825296  0.00724875  0.0034583  -0.00539745]
sad but good,[ 0.01713746 -0.04231608 -0.01695707 -0.00164337  0.00196646]
samurai,[-0.00540157  0.00406919  0.01391387  0.01148156 -0.00235319]
san francisco,[-0.01515153 -0.01847189 -0.01025195 -0.02048614  0.0216544 ]
sappy,[-0.01655006 -0.05003991  0.00038038  0.00116272  0.01196673]
sarcasm,[ 0.00409556  0.01215603  0.03131692 -0.038822   -0.07018481]
satire,[ 0.0082438   0.02775312  0.03708574 -0.03963732 -0.06885322]
satirical,[ 0.00576051  0.02497483  0.05017544 -0.01864117 -0.04324395]
saturday night live,[-0.02968487 -0.00085109  0.02443213 -0.02555755 -0.04634278]
saturn award (best science fiction film),[-0.01101928  0.00123215 -0.01365976  0.00568574 -0.00909783]
saturn award (best special effects),[-0.02066735 -0.00202343 -0.02324644  0.01218276 -0.01545689]
scary,[-0.02361867  0.07046109  0.00271187 -0.00164705  0.00516153]
scenic,[ 0.02527078 -0.01910645 -0.04208616  0.06480591 -0.00029481]
schizophrenia,"[9.48136225e-05 4.05498447e-03 1.28944091e-02 4.16283565e-03
 1.05214314e-02]"
school,[-0.01478094 -0.02869473  0.01523183 -0.02817021 -0.02499065]
sci fi,[-0.051828    0.05151192 -0.0461617   0.1081719  -0.01227472]
sci-fi,[-0.05343431  0.05144658 -0.03591006  0.12069512  0.00151441]
science,[-0.02148394  0.00320664 -0.02324736  0.05076078  0.02024134]
science fiction,[-0.04407377  0.04527629 -0.04900319  0.11139852 -0.00649862]
scifi,[-0.04446833  0.04672867 -0.04789372  0.12015574 -0.0098245 ]
scifi cult,[-0.01684588  0.00797146 -0.01051249  0.03546472 -0.00767673]
scotland,[-0.00663505 -0.00729403  0.00737469 -0.00233974  0.01309178]
screwball,[-0.00339437 -0.00745553  0.0154291  -0.01870197 -0.0170421 ]
screwball comedy,[-0.00653681 -0.0143094   0.01265145 -0.01550526  0.001808  ]
script,[-0.03240319 -0.00171342 -0.03496659  0.00277691 -0.00329505]
secret service,[-0.02730808 -0.00500022 -0.0283451  -0.02492424  0.04046075]
secrets,[ 0.04382132  0.01342526 -0.05990962 -0.01617097  0.08116402]
segregation,[ 0.01889809 -0.04125314 -0.0120398  -0.01544424  0.00123919]
self discovery,[ 0.02837137 -0.02219164  0.00247215  0.029009   -0.00663463]
sentimental,[ 0.01218834 -0.10207521 -0.02935958  0.01806236 -0.0093771 ]
sequel,[-0.05363685  0.01061509 -0.00841986  0.01633092 -0.0109115 ]
sequels,"[-5.37645048e-02  6.00579022e-03 -6.21688764e-05  9.74703314e-03
 -8.45269669e-03]"
serial killer,[ 0.01688219  0.09069126 -0.00691494 -0.05316186  0.04984905]
series,[-0.03097957  0.01167938 -0.02590654  0.01266273 -0.03083933]
sex,[ 0.00513328  0.01614077  0.05282888 -0.04883099  0.02773031]
sex comedy,[-0.01656089 -0.00365891  0.02766946 -0.02205973 -0.00156883]
sexual,[ 0.01751715  0.02559053  0.08079991 -0.03352154  0.04273532]
sexual abuse,[ 0.01815141  0.01362458  0.03662837 -0.02341999  0.0349696 ]
sexuality,[ 0.01720873  0.00017636  0.04027413 -0.03362113  0.02323961]
sexualized violence,[ 0.019049    0.08390582  0.01178716 -0.04394111 -0.00362541]
sexy,[-0.00181163  0.02281276  0.0255198  -0.06196469  0.05253531]
shakespeare,[-0.00672956 -0.00979595  0.01408736 -0.004563    0.01397283]
shallow,[-0.045474   -0.00675864 -0.00671344 -0.0153807   0.01143418]
shark,[-0.01633596 -0.00243741  0.00710826  0.00282886  0.00658304]
shopping,[-0.02450121 -0.02763951  0.02559877 -0.0261065   0.01056839]
short,[-0.00227765 -0.00390329  0.01512724  0.00888693 -0.0025882 ]
short-term memory loss,[-0.0040506  -0.00106821  0.01118096  0.00535148  0.01001948]
silent,[ 0.03024288 -0.00647664  0.02787373  0.03621571  0.01078013]
silly,[-0.09410695  0.01574283 -0.0113164  -0.00934397 -0.0572895 ]
silly fun,[-0.08939469  0.00810995  0.00530554 -0.02367187 -0.06861449]
simple,[-0.00362287 -0.02892851 -0.00915021  0.0350387  -0.02175905]
single father,[-0.02039969 -0.03359078  0.00589829 -0.0127941   0.02042253]
sisters,[-0.0033196  -0.01240397  0.03156048 -0.0103215   0.01829428]
skinhead,[-0.00717553 -0.00419356  0.01416454 -0.01088681  0.00670773]
slackers,[-0.00907813 -0.00169461  0.02211635 -0.01812974 -0.02268871]
slapstick,"[-4.46194336e-02  5.84944583e-05  2.73010325e-02 -2.01099022e-02
 -3.67436741e-02]"
slasher,[-0.02794837  0.04260977  0.02800285 -0.01847729  0.01110449]
slavery,[-0.008782   -0.01594573 -0.011279    0.00043358  0.01817838]
slow,[0.03095221 0.02137744 0.00718627 0.02514976 0.01226906]
slow paced,[0.03108776 0.01899726 0.00984411 0.03030844 0.01176187]
small town,[ 0.02160994 -0.02028773  0.01520177 -0.03191784 -0.03245068]
snakes,[-0.02043385  0.01289894 -0.00511108  0.0086548  -0.0151998 ]
so bad it's funny,[-0.0931097   0.04749742  0.03227278  0.0034318   0.01864896]
so bad it's good,"[-3.06259643e-02  8.08248915e-03  1.53641925e-02 -5.19704524e-05
  1.19155639e-02]"
soccer,[-0.00914154 -0.00840774  0.01616925 -0.00836097  0.00721244]
social commentary,[ 0.09507844  0.01165801  0.00223927 -0.00289815 -0.0625887 ]
solitude,[ 0.01515164 -0.00170199  0.02305106  0.06200703 -0.01197655]
sophia coppola,[-0.00589599 -0.00317177  0.02183196 -0.00172833  0.01077272]
south africa,[-0.00738855 -0.00918888  0.00722635 -0.00625341  0.01220163]
south america,[-0.00660362 -0.0079536   0.0129014  -0.0025259   0.01289026]
southern theme,[-0.00024403 -0.01830075  0.00358348 -0.01087105  0.00123713]
space,[-0.03255272  0.01701814 -0.01926865  0.07730896  0.00448501]
space opera,[-0.02543611  0.00626798 -0.00790586  0.04105445  0.00270682]
space program,[-0.01641937 -0.00647953 -0.00271806  0.01368679  0.01499418]
space travel,[-0.01772697  0.00993252 -0.01790176  0.0538039   0.00383801]
spaghetti western,[-0.0082223   0.00035137  0.01220434 -0.00542246  0.00205269]
spain,[ 0.00508519 -0.00378561  0.02118655  0.00659318  0.02052312]
spanish,[ 0.02725818 -0.00423614  0.03782357  0.01766831  0.02642685]
spanish civil war,[-0.00662568 -0.00422431  0.01724397  0.00406545  0.01241817]
special,[ 0.01459708 -0.0075131  -0.01036488  0.01956656 -0.02854646]
special effects,[-0.08312799  0.04456151 -0.07002636  0.10972077 -0.01665081]
spelling bee,[-0.00740119 -0.01619544  0.01602122 -0.02170419  0.01362497]
spiders,[-0.01845696  0.02160901  0.00627053  0.01471956  0.00331098]
spielberg,[-0.01178945 -0.0063787  -0.00225203  0.00755683  0.00569149]
spies,[-0.01844758  0.00240537 -0.0233257  -0.01863299  0.03553278]
splatter,[-0.03141403  0.10499272  0.03549108 -0.02519252 -0.03653685]
spock,[-0.01352773 -0.00262989  0.01019825  0.00304488  0.00928487]
spoof,[-0.02898843  0.00947326  0.02355492 -0.01706245 -0.05717516]
sports,[-0.02273943 -0.0260068   0.00287336 -0.02408057 -0.0093389 ]
spy,[-0.01516788  0.00399904 -0.03374461 -0.01837745  0.0397144 ]
spying,[-0.00601794  0.00043268 -0.03969092 -0.01986785  0.0368133 ]
stage magic,[-0.01264337 -0.00152998  0.00755    -0.00379982  0.01927057]
stand-up comedy,[-0.00685128 -0.00303033  0.02687913 -0.01449057 -0.0136946 ]
star trek,[-0.01372362 -0.00287133  0.01067745  0.00405758  0.00866533]
star wars,[-0.01416236 -0.00253325  0.01073175  0.003936    0.00684312]
steampunk,[-0.01973284  0.00094317  0.00329501  0.02358958  0.0066355 ]
stereotypes,[-0.03168126 -0.03843075 -0.00227454 -0.07254424 -0.03588171]
stoner movie,[-0.00022523  0.01348973  0.04079742 -0.01427487 -0.05523695]
stop motion,[-0.00908696  0.00752899  0.01196182  0.03368412 -0.02638899]
stop-motion,[-0.00764621 -0.00276189  0.01473584  0.017235   -0.00700716]
story,[ 0.00773839 -0.02777223 -0.11105907  0.0590491  -0.03507813]
storytelling,[ 0.05064768  0.0105403  -0.04284327  0.06045797 -0.04821032]
stranded,[-0.02066967 -0.00589541 -0.00546855  0.01722815  0.0211864 ]
strange,[0.02581315 0.05860129 0.0453137  0.04808198 0.00079921]
strippers,[-0.01275306  0.00171822  0.02114946 -0.01804981  0.00686355]
studio ghibli,[-0.00882993 -0.00464416  0.01823372  0.00421514  0.00834104]
stunning,[ 0.03555254 -0.01108093 -0.01362162  0.09591109  0.02363613]
stupid,[-0.0650273   0.02273198  0.01827606 -0.02318123 -0.01347116]
stupid as hell,[-0.06174071  0.02335419  0.02547229 -0.02206061 -0.01788937]
stupidity,[-0.03861889  0.02973301  0.02443283 -0.0296481  -0.03174144]
stylish,[ 0.03842313  0.10584882 -0.01032866 -0.03130727 -0.01270806]
stylized,[ 0.05763859  0.07109772  0.01128567  0.03461427 -0.04139322]
submarine,[-0.01705445 -0.00441606  0.00244318  0.00138438  0.01928576]
suburbia,[ 0.02127755  0.00715743  0.03572674 -0.01681384 -0.02466408]
suicide,[ 0.01768341 -0.00158277  0.02648246 -0.00782099  0.00440656]
suicide attempt,[ 0.02577448 -0.01162457  0.0316042   0.00341066 -0.01977178]
super hero,[-0.04068089  0.01147247 -0.02283272  0.01951541 -0.029619  ]
super-hero,[-0.03606668  0.01089184 -0.00988903  0.01656109 -0.01476966]
superhero,[-0.03764193  0.01089372 -0.01576557  0.01759779 -0.01893674]
superheroes,[-0.04606263  0.00884381 -0.03234487  0.01916645 -0.0407584 ]
supernatural,[-0.03198792  0.06095633 -0.00207727  0.02176493  0.01368601]
suprisingly clever,[ 0.04998699 -0.01476061  0.00045173  0.01527348 -0.03187464]
surfing,[-0.01183287 -0.0067981   0.01930951 -0.00461524  0.00874264]
surprise ending,[-0.00138052  0.03013075 -0.02699175 -0.02151463  0.05823685]
surreal,[ 0.02630047  0.07067732  0.07216302  0.07197815 -0.02539146]
surrealism,[ 0.01395799  0.03476503  0.05722088  0.0401489  -0.00342926]
surveillance,[ 0.02526546  0.02841808 -0.03272711 -0.0131214   0.04395533]
survival,[-0.0061103   0.00293262 -0.07826175  0.02427991  0.01671358]
suspense,[ 0.02083399  0.09200843 -0.12610044 -0.04601289  0.05179183]
suspenseful,[ 0.01489024  0.08350453 -0.08029575 -0.03332651  0.06044482]
swashbuckler,[-0.02643489 -0.01727144 -0.01030287  0.01177252  0.00208223]
swedish,[-0.00416512 -0.00407584  0.02334139  0.00264674  0.01222806]
sweet,[-0.00188758 -0.10108065  0.0157796   0.0010944  -0.02134812]
switching places,[-0.02273184 -0.02539058  0.0033735  -0.01741892  0.01419963]
sword fight,[-0.01570351 -0.00207321 -0.01784876  0.02514819 -0.0146444 ]
sword fighting,[-0.01147418 -0.00154765 -0.00017748  0.01845857 -0.00718299]
talking animals,[-0.0318683  -0.03170382  0.00914498  0.01576878 -0.01279447]
talky,[ 0.10438785  0.01105922  0.01172534  0.00895527 -0.01934223]
tarantino,[-0.00831593  0.00632961  0.01494058 -0.01000404  0.00187375]
teacher,[ 0.00231625 -0.03021367  0.01332365 -0.01635642 -0.013977  ]
tear jerker,[-0.01186977 -0.04785551  0.00049578  0.00182277  0.01210341]
technology,[-0.02885536  0.02456229 -0.06889844  0.0899011   0.00876562]
teen,[-0.04984409 -0.02047933  0.0315979  -0.06005382 -0.03631725]
teen movie,[-0.06402481 -0.02298645  0.03985323 -0.06832075 -0.02585245]
teenager,[-0.00958149 -0.02040255  0.03404672 -0.04182127 -0.02753302]
teenagers,[-0.01645084 -0.01488231  0.03921905 -0.03744489 -0.01354736]
teens,[-0.04824291  0.01060033  0.04444832 -0.0614629  -0.03238351]
teleportation,[-0.01862735  0.01131939 -0.00108514  0.02776583  0.00641627]
television,[-0.00679245  0.00159219  0.01138132 -0.00797288 -0.00263087]
tense,[ 0.07413909  0.08855342 -0.10372039 -0.03194738  0.03571659]
terminal illness,[-0.00385179 -0.02046698  0.01581823  0.0007375   0.00428265]
terrorism,[-0.01233476  0.00492407 -0.01594772 -0.01593546  0.02695724]
texas,[ 0.00604569 -0.00602507  0.01102325 -0.02730524 -0.00557994]
thought-provoking,[ 0.04388365  0.00407959 -0.02712306  0.02826157  0.01484143]
thriller,[ 0.02512304  0.06536027 -0.10218431 -0.0456205   0.07953754]
time,[-0.01192733 -0.01108609 -0.02087738  0.01393378 -0.01493228]
time loop,[-0.01096691  0.00492829  0.00168428  0.01480762  0.01099622]
time travel,[-0.01547793  0.00158114  0.00164973  0.02049713  0.00768837]
tokyo,[ 0.02723126  0.01123123  0.02638468  0.045506   -0.01778747]
tolkien,[-0.0131397  -0.00399877  0.01146828  0.00226411  0.00885199]
tom clancy,[-0.02219098 -0.00197156 -0.01361914 -0.01825785  0.03581927]
too long,[-0.0155093  -0.00190763  0.01551035  0.0084618   0.01865249]
too short,[-0.02463173 -0.01709764 -0.0064576   0.02041118 -0.00113651]
torture,[ 0.00049663  0.03992213 -0.04656035 -0.03923093  0.01594882]
